aadhaar_id,account_id,name,dob,addr,phone,income_proof_flag,account_open_time,initial_deposit,last_txn_date,anomaly_type
SYN_AAD_007388,ACC47442431,Michael Meyers,1998-01-05,"512 Gibson Tunnel Prestonfurt, OK 39011",9600356243,False,2024-07-11 22:23:10,10565.64,2025-04-30 18:44:12,none
SYN_AAD_017003,ACC39124318,Patricia Andrews,1982-11-24,"PSC 9232, Box 3421 APO AE 70417",2851553334,False,2022-08-13 13:59:13,5196.1,2025-08-18 13:35:40,none
SYN_AAD_006055,ACC27347197,Patricia Johnson,1994-06-19,"73607 Ross Ford Suite 911 New Robin, VA 68199",2317955633,True,2024-09-12 18:31:08,6842.81,2024-11-27 02:02:57,none
SYN_AAD_016092,ACC37836194,Theresa Smith,1986-05-09,"55416 Perez Squares Apt. 670 Jessicamouth, AZ 18947",2902822700,True,2023-10-18 14:05:12,53099.0,2025-04-16 18:39:18,none
SYN_AAD_009922,ACC83467167,Christopher Thompson,2005-03-18,Unit 2512 Box 0734 DPO AA 82461,4950050702,True,2023-11-04 03:43:27,20069.88,2025-06-12 01:39:41,none
SYN_AAD_016468,ACC87031876,Kelly Moore,1936-08-30,"61177 Chase Plain Taylortown, ME 62923",4258591779,True,2025-01-04 23:10:35,32559.38,2024-10-09 08:31:10,none
SYN_AAD_019026,ACC21695604,Brenda Hopkins,1947-07-13,"133 Lopez Shoals Suite 579 Kathleenberg, MD 55816",2906032020,True,2023-05-18 19:34:56,44616.27,2024-08-24 11:47:36,none
SYN_AAD_019829,ACC46314533,Karen Cooper,1989-11-03,"9487 Julie Shoal Matthewburgh, KS 45194",8715841560,False,2022-07-26 09:29:47,32946.97,2025-02-13 14:12:49,none
SYN_AAD_018468,ACC6529005,Barbara Marquez,1951-10-27,"6818 Raymond Pass Apt. 230 Lake Julie, NC 79266",9880858382,False,2022-01-16 08:30:15,7654.61,2025-04-23 12:23:25,none
SYN_AAD_000929,ACC11901547,Lisa Bridges,1955-04-29,"40646 English Mountain Suite 240 West Jeanetteport, IL 96637",0622723626,True,2022-10-01 00:47:37,5173.73,2025-07-09 23:08:06,none
SYN_AAD_018899,ACC36521514,Darrell Rush,1953-09-29,"923 Thomas Harbor Alexville, NC 41285",9737418972,True,2020-12-25 00:53:28,34076.59,2025-01-15 02:28:43,none
SYN_AAD_018747,ACC56913331,Dawn Sims,1992-08-06,"3811 Allen Vista Suite 660 Port Kaylaview, MH 33487",6451017397,True,2022-11-23 09:53:30,139.53,2024-09-29 07:39:11,none
SYN_AAD_000992,ACC67845536,Samantha Freeman DDS,1985-10-12,"91919 David Track Apt. 599 Ochoaton, MI 85316",7980660392,False,2023-02-13 19:33:57,10805.47,2025-08-12 11:53:18,none
SYN_AAD_001974,ACC39879071,David Chang,1969-02-18,"3470 Ellis Roads Suite 238 Joystad, WI 23052",1559835411,True,2024-11-11 11:11:57,2553.61,2025-04-25 06:57:50,duplicate_aadhaar_diff_name
SYN_AAD_016411,ACC65819756,Benjamin Scott,2000-09-12,"2250 James Inlet Suite 882 Montgomeryland, ID 12738",9642585626,True,2025-06-26 00:04:02,57262.42,2024-09-20 20:53:33,duplicate_aadhaar_diff_name
SYN_AAD_013306,ACC40920898,Danny Mckenzie,1968-02-05,"73333 Wong Forge Apt. 043 Port Cherylmouth, MT 73419",6289696454,True,2022-08-18 22:45:31,14629.06,2024-12-22 06:40:59,none
SYN_AAD_001963,ACC22217198,Angela Steele,1978-05-29,"921 Nichols Cove Lake Michael, UT 85037",7490797796,True,2025-05-25 11:22:26,9039.49,2025-02-10 02:39:08,none
SYN_AAD_015867,ACC63336371,Amy Bailey,1954-10-04,"49409 Jordan Track Apt. 637 Amandaport, MA 30983",2895090591,True,2025-02-20 16:29:12,65640.2,2025-01-27 14:41:42,none
SYN_AAD_014542,ACC20282885,Morgan Wright,1959-01-15,"715 Clinton Lodge Ballardfurt, UT 62682",5214526471,True,2022-05-05 00:11:20,13753.19,2024-11-15 23:03:53,none
SYN_AAD_010463,ACC99542622,Matthew Miller,1996-02-10,"90805 Gary Pines Apt. 056 Anthonyshire, OK 49631",2397283512,False,2022-02-20 10:33:15,6704.99,2025-08-01 03:25:04,none
SYN_AAD_011317,ACC54514837,Ryan Ingram,2003-09-05,"90814 Rodriguez Springs Apt. 982 South Jamesberg, RI 44724",8671815352,True,2024-01-27 19:28:37,18809.84,2024-09-05 02:16:31,none
SYN_AAD_012141,ACC70119463,Thomas Morse,1948-01-28,"589 Sherman Row West Luke, NV 26458",6666170715,True,2023-12-10 17:29:59,1057.02,2024-12-16 17:47:49,none
SYN_AAD_018528,ACC33445506,Dr. Dustin Sutton Jr.,1940-04-18,"9982 Stevenson Place North Tammyfurt, ID 46607",6882850317,True,2021-04-03 10:22:35,47777.22,2025-05-24 05:54:34,none
SYN_AAD_008764,ACC61343755,Daniel Bowman,1936-10-02,"14035 Valerie Views Apt. 560 East Carol, RI 88126",6943460666,True,2022-10-16 02:35:54,3130.62,2025-04-10 00:14:18,none
SYN_AAD_003172,ACC7792127,Michael Williams,1995-10-04,"11271 Amanda Expressway Stephaniefurt, LA 70789",4941163187,True,2020-12-08 15:27:03,84880.74,2025-02-18 01:37:15,none
SYN_AAD_012587,ACC83594562,Brian Johnson,1987-06-12,"69572 Harper Canyon Port Jason, MD 06236",2542573066,True,2021-03-05 11:52:01,22303.1,2024-11-15 09:58:22,none
SYN_AAD_005233,ACC44947691,Cory Barrett,1994-05-12,"39848 Douglas Island Apt. 116 New Jennifermouth, MN 05538",1306090691,False,2025-04-10 19:24:27,5426.66,2024-09-17 15:38:48,none
SYN_AAD_010247,ACC26479101,Roger Alvarez,1987-03-04,"3794 Baird Roads Suite 727 Jeffreyport, SC 96311",6425064207,False,2024-01-21 10:20:18,9170.46,2024-10-07 11:56:06,none
SYN_AAD_014336,ACC70085198,Edwin Hansen,1991-12-13,"776 Cox Islands Suite 283 East Jennifer, OK 26007",7865436271,True,2024-02-21 03:33:33,20076.76,2024-09-08 16:54:51,duplicate_aadhaar_diff_name
SYN_AAD_010110,ACC67755908,George Wu,1986-12-07,USCGC White FPO AA 03625,6924926932,True,2022-09-22 02:25:53,1892.58,2025-07-23 01:15:06,none
SYN_AAD_012885,ACC68839607,Pamela Tucker,2006-11-04,"111 Alan Wall West Melissamouth, MH 47253",2341595977,True,2023-03-19 21:04:26,7736.21,2024-09-28 08:40:07,none
SYN_AAD_007888,ACC29876195,Caitlin Gilmore,1956-11-06,"88743 Elizabeth Drive Suite 102 Kennedyfort, GA 03116",7992707955,True,2022-02-21 09:27:35,832.6,2024-10-11 08:23:19,none
SYN_AAD_015287,ACC7783418,Angela Perez,1949-09-25,Unit 3541 Box 5970 DPO AP 77875,2543848075,True,2023-03-30 10:16:17,22637.03,2024-11-30 03:01:10,duplicate_aadhaar_diff_name
SYN_AAD_019579,ACC88813295,Jeffrey Williams,1996-12-22,"029 Jessica Brook Suite 637 Priceview, UT 49671",5866525483,True,2021-05-05 13:34:46,14352.61,2025-08-09 15:43:57,none
SYN_AAD_009363,ACC73033413,Michael Trujillo,1977-12-29,"21312 Brown Ports Port Christopher, CA 01765",5912975191,True,2021-04-28 21:13:31,20722.49,2024-10-31 00:18:27,none
SYN_AAD_003522,ACC58838146,Trevor Smith,1966-05-09,"5837 Jeanette Park South Keith, TX 78070",7280123428,True,2021-04-12 04:22:25,23484.25,2024-11-01 00:45:44,none
SYN_AAD_008666,ACC98644479,Frank Braun,1956-09-26,"684 Ronald Views Suite 380 Juanburgh, CA 08577",7509617015,True,2021-03-12 10:06:18,55206.88,2025-03-28 23:57:50,none
SYN_AAD_013213,ACC50115280,Ryan Hayes,2000-01-08,"5833 Brad Knoll Suite 775 Fordmouth, NV 20513",6602562650,True,2022-03-14 03:07:12,8342.65,2024-11-12 05:09:13,none
SYN_AAD_009994,ACC77541906,James Hernandez,1980-07-16,"2484 James Rest Suite 662 Costaton, MI 14396",5794238736,True,2021-12-25 12:04:37,51723.81,2024-12-29 10:25:26,none
SYN_AAD_016225,ACC75252324,Meagan Hendrix,1951-03-20,"5259 Brown Mission Suite 633 Haleymouth, SC 62915",8595325939,True,2024-10-15 17:34:50,5966.55,2025-03-26 16:56:35,duplicate_aadhaar_diff_name
SYN_AAD_012659,ACC68680031,Alec Dixon,1947-08-22,"518 Ford Stream Carlfurt, WI 25821",2507330559,True,2022-12-15 04:06:10,33989.68,2024-12-22 05:34:25,none
SYN_AAD_018017,ACC38543473,Mr. Stephen Gonzalez,1960-03-30,USS Phillips FPO AE 96903,8843660443,False,2020-11-17 06:53:30,15085.59,2025-04-30 00:18:11,none
SYN_AAD_003893,ACC18268907,Jennifer Richardson,1954-09-20,"297 Rodriguez Harbor Suite 439 Mitchellshire, DC 42811",1058752568,False,2023-12-31 15:15:13,1954.52,2024-10-28 01:41:26,none
SYN_AAD_015891,ACC51089832,Jordan Johnson,1973-02-18,"027 Sara Dam North Alexandra, VT 31304",5551651768,False,2024-01-02 00:59:30,46135.49,2025-05-16 16:38:29,duplicate_aadhaar_diff_name
SYN_AAD_011111,ACC75870921,Rodney Olsen,1995-09-02,"30800 Timothy Canyon Apt. 322 Marcusfurt, AK 67380",7068103903,False,2020-09-10 23:08:41,8280.93,2025-01-02 15:05:48,none
SYN_AAD_004727,ACC27717096,Lauren Richardson,1956-12-22,"094 Hawkins Pass Mooreborough, WV 80142",5354614707,True,2022-05-17 09:09:56,25889.31,2024-10-30 17:23:04,none
SYN_AAD_013152,ACC68119320,James Rodriguez,1962-08-11,"394 Ford Rue Apt. 943 West Alexanderburgh, VI 44270",7657692778,True,2021-04-18 01:37:38,43622.65,2025-04-16 07:36:45,none
SYN_AAD_008307,ACC19392710,Aaron Johnson,1941-06-09,"47692 Brian Forge Apt. 651 Roberttown, ME 05087",4247310720,False,2024-07-04 03:19:15,20546.21,2025-07-23 17:40:19,none
SYN_AAD_015523,ACC70703656,Melissa Nelson,1937-09-13,"23166 Benjamin Meadows Suite 620 Lake Bryanview, VT 37406",3404337009,True,2022-08-09 01:16:23,3525.88,2025-05-24 20:12:52,none
SYN_AAD_019865,ACC70190008,Amber Cox,1984-08-14,"255 Malik Route Suite 629 Watsonstad, WI 38832",7865619425,True,2025-03-22 00:22:13,18649.88,2025-07-20 15:10:58,none
SYN_AAD_010437,ACC22810655,Stacy Cooper,1954-05-16,"236 Madeline Creek New Daletown, KS 72649",3571558686,True,2024-02-08 08:23:38,2139.94,2025-05-14 01:23:39,none
SYN_AAD_009805,ACC80688374,Ashley Bowman,1996-05-16,"081 Thomas Cliffs Johnfurt, ME 27927",3000413211,True,2024-03-22 14:16:33,101.49,2025-01-05 18:53:58,none
SYN_AAD_016702,ACC72449442,Alexandra Harper,1981-05-03,"6997 Erin Bypass Florestown, KS 92334",6816995706,True,2024-09-03 02:49:55,15913.96,2024-11-25 20:53:34,none
SYN_AAD_018445,ACC41237208,Angela Ramsey,1947-06-05,"97054 Robinson Loop Apt. 029 New Seanhaven, HI 61210",9680491872,True,2020-12-21 10:45:29,21108.83,2024-12-10 16:17:33,none
SYN_AAD_009499,ACC50440148,Jessica Mcdaniel,1945-01-31,"06260 White Junctions Suite 371 East Donaldshire, AK 57923",5608581670,True,2024-03-23 15:27:27,24908.35,2024-09-14 22:32:15,none
SYN_AAD_009920,ACC56907088,Bryan Choi,1983-04-22,"10219 Elizabeth Mission Angelafort, CA 86518",9618033242,True,2021-02-22 03:18:02,7872.7,2025-03-06 01:59:47,duplicate_aadhaar_diff_name
SYN_AAD_000873,ACC81115852,Ashley Wade,2006-11-01,"3733 Mendoza Forest East Paulside, PR 09796",2821781923,True,2022-11-13 04:53:29,20975.48,2025-01-24 18:28:04,none
SYN_AAD_018955,ACC78528776,Jeffrey Harrell,1988-05-04,"7932 Mendez Turnpike Suite 239 Tylerland, NE 79120",6181205464,True,2025-03-09 20:00:41,21436.27,2025-04-12 00:23:29,none
SYN_AAD_015523,ACC79319168,Paul Thomas,2004-03-27,"5175 John Grove Nancyhaven, IN 41533",3935435864,True,2022-03-27 22:25:34,1967.14,2025-06-14 07:49:51,duplicate_aadhaar_diff_name
SYN_AAD_017178,ACC85426338,Rachel Pham,1974-10-13,"885 Lauren Prairie Apt. 143 New Kristy, MP 44721",7536749785,False,2021-03-31 14:16:51,6163.2,2024-11-26 00:25:41,none
SYN_AAD_012458,ACC20834119,James Pierce,1988-02-17,"7789 Dixon Manor West Brent, NE 82828",9176651221,False,2021-03-26 02:16:48,72246.19,2024-12-05 15:46:13,none
SYN_AAD_007936,ACC5237322,Joseph Anderson,1947-09-06,"PSC 6309, Box 0015 APO AP 94816",4633399948,True,2020-10-30 01:24:14,44521.1,2025-03-22 23:34:42,none
SYN_AAD_003601,ACC26606639,Pamela Jackson,1986-10-17,"19947 Cody Vista Walkermouth, RI 22212",3410346996,True,2021-06-27 13:42:06,31676.51,2025-07-14 23:52:03,none
SYN_AAD_010279,ACC57207740,Micheal Ramos,1986-12-16,"84376 Morris Parks Suite 793 Drewland, PA 92111",2633556434,True,2024-08-18 02:09:59,17203.12,2024-08-29 08:53:36,none
SYN_AAD_006681,ACC56079923,Kristine Brewer,1943-06-09,"9556 Travis Stream Blankenshipland, NE 33914",3454722398,True,2020-12-10 12:02:59,4344.3,2025-01-15 01:56:29,none
SYN_AAD_017289,ACC99762406,Philip Davis,1956-03-27,"1847 Kelly Walks Ramirezburgh, IN 54170",2813190924,False,2022-01-23 11:18:40,6591.55,2024-11-19 16:35:24,none
SYN_AAD_004524,ACC70616482,Tyrone Morrison,1945-02-12,"2817 Cummings Drives East Kristin, MD 23018",8088062207,True,2023-10-04 13:33:32,20739.38,2025-03-30 19:25:47,none
SYN_AAD_010217,ACC89882576,Julia Gibson,1949-08-01,"901 Taylor Heights Ricefort, TX 99363",8868785996,True,2022-01-20 06:27:27,56421.66,2025-03-03 08:20:47,none
SYN_AAD_012347,ACC43111160,Beth Johnson,1944-08-15,"1966 Evans Burg Suite 730 South Kimberly, WV 19790",9246320374,False,2024-08-04 02:00:06,49270.2,2025-01-11 05:52:53,none
SYN_AAD_015062,ACC72555103,Julie Perry,1941-08-14,"145 Michael Lights Millerport, MI 67683",0715534820,True,2022-12-05 09:18:00,311.55,2024-09-12 04:48:43,none
SYN_AAD_011609,ACC91713544,Daniel Meyer,1937-11-30,"759 Mitchell Center Apt. 776 Lake Kimberlyshire, NY 09320",6574223196,False,2020-12-27 21:29:34,11178.77,2024-09-06 00:51:35,none
SYN_AAD_001169,ACC82883092,Troy Lee,1960-12-27,"8943 Vickie Estates West Jessicaland, IN 61882",7117595749,True,2023-05-31 05:53:43,66274.71,2025-03-12 11:54:36,none
SYN_AAD_013256,ACC38447604,Michael Moran,2005-05-29,"06745 Porter Stream Williamsshire, ME 34270",2833372188,True,2024-03-14 10:28:03,6975.52,2025-03-27 23:28:00,none
SYN_AAD_007368,ACC40945150,Brad Martin,2000-02-13,USS Hampton FPO AE 57599,6267055143,False,2022-06-15 16:57:07,38094.53,2025-01-24 08:27:35,none
SYN_AAD_006792,ACC93642432,David Sanchez,1957-01-26,"611 Christopher Street Apt. 286 Mosleyberg, AR 00774",2024559102,False,2020-12-18 17:34:08,3714.37,2025-04-03 07:18:23,none
SYN_AAD_010388,ACC65398125,Andrew Smith,1960-10-17,"1494 Marie Haven Apt. 179 Erichaven, CT 65567",4065277584,True,2022-08-20 06:01:19,55025.87,2025-06-24 09:38:29,none
SYN_AAD_008960,ACC39626436,Mrs. Erin Allen,1954-11-14,"09121 Martinez Stream West Kayleemouth, OR 31860",6618943705,True,2023-07-27 21:16:32,16882.25,2024-09-14 14:18:19,none
SYN_AAD_017799,ACC51961690,Ryan Lara,1987-08-26,"6572 Mcgee Station Suite 592 Port Kristaview, MT 12719",5202389743,False,2020-09-17 09:42:04,19090.61,2025-04-22 04:59:07,none
SYN_AAD_012928,ACC47323191,Grant Mendez,1980-07-09,"332 Becker Walks Suite 868 South Kayla, VA 05668",9848704506,False,2024-03-08 01:52:32,3018.41,2025-08-15 17:59:01,none
SYN_AAD_004799,ACC39983895,Stephen Armstrong,1977-07-11,"4403 Foster Avenue North Jeffrey, GU 59385",6060148860,True,2021-01-25 19:15:09,41972.17,2025-02-28 19:36:15,none
SYN_AAD_011727,ACC47488123,Diane Juarez,1950-05-27,"528 Alexis Meadow Apt. 537 North Davidview, GA 86675",4626325144,False,2021-04-13 13:37:49,23881.49,2024-10-19 08:37:46,duplicate_aadhaar_diff_name
SYN_AAD_017712,ACC65300930,Dr. Nathan Hughes,1967-03-27,"17518 Dixon Orchard Suite 151 Gregoryborough, ND 33305",9112252883,True,2023-07-12 15:32:30,8909.85,2025-07-17 09:52:46,duplicate_aadhaar_diff_name
SYN_AAD_017648,ACC37390817,Peter Garcia,2004-05-15,"23979 Theresa Summit Apt. 787 Morrisstad, ID 06001",7309505560,False,2021-10-10 07:31:32,33147.49,2025-07-13 08:09:47,none
