aadhaar_id,name,dob,gender,addr_state,addr_district,phone,biom_hash,enroll_time,enroll_center_id,anomaly_type
SYN_AAD_001921,Melinda Pollard,1994-10-04,M,Uttar Pradesh,Port Dennis,0430305486,1a2a2324ad51f9a8bd714e236d623cc1bebcfced,2022-04-05 11:31:47,CTR_1,none
SYN_AAD_012793,Scott Williams,1974-10-22,F,Rajasthan,Davidstad,6765277584,c2be1d83bdddf78685e1d86e5f7c2592f1f10836,2022-03-03 09:38:08,CTR_74,none
SYN_AAD_013861,Erica Miller,1969-11-13,O,Kerala,Seanchester,7570596401,0498f2bc7ec3d0c7ef1e536d69d542fc391efee9,2021-12-29 19:17:58,CTR_170,none
SYN_AAD_009484,Brenda Lawson,1989-04-07,M,Tamil Nadu,East Carlosstad,6909275571,9440c03d9d3b0f1d5af10ae4dd34b7a215cadf2f,2023-04-23 12:06:09,CTR_76,none
SYN_AAD_007133,Danielle Wilson,1954-12-14,M,Punjab,Holmesside,4473947312,814e8bfdfd8da513decbd14a1ff26bdac2878a2d,2024-06-02 15:43:14,CTR_189,none
SYN_AAD_017766,Rita Ponce DVM,1976-11-30,M,West Bengal,New Amberport,2583132370,8bd3cfe8b77cd8eb2c8c81186f638c4e1c544c7d,2025-04-29 15:36:07,CTR_15,none
SYN_AAD_001643,Stephen Jones,1983-10-27,O,Rajasthan,Foxchester,2517785289,d0631d6987fee5fb6c63a603516234fd57594188,2021-02-07 21:42:23,CTR_129,none
SYN_AAD_017403,Kelly Torres,1951-09-04,M,Delhi,Sarahbury,8414384249,3d24d3528ccd56d80c4846e349a7949c11ff0711,2025-07-28 17:57:59,CTR_131,none
SYN_AAD_002625,Matthew Le,1975-08-01,M,Maharashtra,Port Michelleland,9439690784,837dc615b8b9ea4b779942561fa2bcddeaae24fc,2024-02-02 10:16:42,CTR_153,none
SYN_AAD_002226,Benjamin Brown,1989-06-17,O,Tamil Nadu,Washingtonborough,9255562588,754a86b363837099b90b1480d1c756ae6a03f542,2022-11-28 17:57:31,CTR_104,none
SYN_AAD_003928,Charles Williams,1981-11-30,O,Tamil Nadu,Wrightburgh,9532787747,025f8de4c60bc0d7e267ac7c2f5cecc5e0345952,2022-09-06 15:51:13,CTR_149,none
SYN_AAD_019481,Harry Williams,1996-12-26,M,Punjab,Mitchelltown,6245650609,2a44599435abc2716e7c45e936b257501c74ec1c,2021-04-05 04:44:58,CTR_21,none
SYN_AAD_013737,Jerry Pierce,1945-10-20,O,Punjab,North Phillip,8523986800,cfaaa510d4cbad60c9f295ed66a14991b2ae0e45,2025-01-19 06:04:42,CTR_145,none
SYN_AAD_009436,Larry Robertson,1974-04-08,F,Gujarat,Franciscoport,8887947055,6da5a48191a90a17a4d9cf0ca64b7ec7dd3650fa,2020-11-10 12:46:51,CTR_53,none
SYN_AAD_000738,Deborah Rios,1960-08-07,M,Gujarat,New Timothyhaven,2309130756,725342101dd24525cc8977cdaadbbb3867ce6adc,2024-08-23 23:16:36,CTR_102,none
SYN_AAD_004288,Nancy Brown,1948-06-04,O,Gujarat,New Mark,8652785854,248e75cc981d6037cb814a23826fb6e44aa2dc86,2023-01-03 14:02:58,CTR_118,none
SYN_AAD_010360,Courtney Dudley,1970-02-19,M,Delhi,Janetfort,7584419866,d4c37c4b2609890116bda1c4bff4e7ec1d83f4c7,2021-04-22 06:41:12,CTR_118,none
SYN_AAD_018448,Jeremy Scott,1994-11-01,M,Maharashtra,East Maria,8421993308,88f93ba556c056fb3929451b7b73c07830fce950,2023-06-11 22:18:08,CTR_138,none
SYN_AAD_006984,Ashlee Townsend,1930-05-03,O,Gujarat,South Denise,7345401938,8dbd0bf73bd00e2c9618291dab7dbe8d095a2c8a,2022-02-16 21:34:50,CTR_34,none
SYN_AAD_011436,Amanda Huff,1997-01-19,M,Tamil Nadu,Lake Suzanne,0049915478,c7b1340bf2d64a66db9b6797d01e84da02135627,2024-08-12 19:58:59,CTR_95,none
SYN_AAD_002754,Robert Rivera,1992-02-02,M,Rajasthan,Jennifertown,4932966851,7f2e2085e3231db6f8b819c8c0b2dd390207ea65,2024-09-11 03:22:59,CTR_140,none
SYN_AAD_009912,David Green,1961-09-07,O,Kerala,Molinamouth,9904530174,15d74f812e432ce36c5db84c531aac824e5da240,2023-04-12 22:01:16,CTR_3,none
SYN_AAD_018173,Margaret Shepard,1979-08-27,F,Maharashtra,East Susan,2795687833,14982820ec59a640bbe7a406b9d97169305ffde5,2023-09-17 18:27:36,CTR_35,none
SYN_AAD_008666,Justin Brown,2004-03-01,M,Maharashtra,New Amanda,5871397187,83c59439c75c9e732d9339615db6212903268a82,2024-07-08 23:11:16,CTR_191,none
SYN_AAD_018128,Kristin Chambers,1971-07-29,M,Gujarat,South Jonathantown,9106518017,f4759d61880ab21eba9b5d73c433c2c7aa508dd2,2021-10-14 12:07:59,CTR_73,none
SYN_AAD_019819,Veronica Brewer,1986-11-04,M,West Bengal,Victoriafurt,6618251286,8dd6b1b302ed21bb2effd7d1f40a6c6c140d2d4d,2020-10-29 09:05:36,CTR_53,none
SYN_AAD_008650,Julie Ball,1987-05-10,O,Rajasthan,Morrowbury,5243106903,97df1c21143fc8e862ff389e057b63f6e983bd2d,2024-06-06 18:53:00,CTR_65,none
SYN_AAD_001664,Michele Williams,1935-08-27,M,Uttar Pradesh,Gonzalesside,0284395995,f88edec1cdee12f8b4fc67a711e3966633f816f6,2025-01-25 05:07:15,CTR_71,none
SYN_AAD_001444,Eric Brown,1953-06-19,M,West Bengal,Peterston,6856624628,0c118b1963a3efe9351ecf3eaceec43e641bd206,2021-11-11 05:28:16,CTR_198,none
SYN_AAD_004286,Suzanne Hart,1986-04-26,O,Gujarat,South John,5175183046,6e469a7eff2938dc21fc0296b78de23c62b5c178,2022-03-27 08:17:49,CTR_42,none
SYN_AAD_014478,Laurie Powers,1959-03-02,O,Uttar Pradesh,Clarkmouth,0331739363,77ad65aa59b52ba5f023f5d7afeeea34c4f40b48,2025-03-04 17:39:45,CTR_144,none
SYN_AAD_000316,Elizabeth Ward,1997-04-23,M,Maharashtra,Garciafort,3556093204,3c82827da62fded4d561f9ca994867b05c6362d4,2023-02-22 20:57:26,CTR_177,none
SYN_AAD_003584,Michael Wilson,1963-01-28,O,Delhi,Piercemouth,7772522872,6f398ae68a870262bc41214e1affbcbd0501c5b4,2021-04-07 16:18:07,CTR_95,duplicate_aadhaar_diff_name
SYN_AAD_012634,Mary Duran,1985-10-04,O,Karnataka,Port Crystal,2038750997,7846880126fdca7b7032e0fd87e031dec066d8fb,2024-02-18 17:26:50,CTR_111,none
SYN_AAD_007586,Joseph Hill,1968-08-25,M,Gujarat,New Lisachester,1182339845,ef5d3f825654337752fbc08f270ffa37529434c3,2024-02-02 05:25:22,CTR_94,none
SYN_AAD_009052,David Terry,1970-06-16,F,Tamil Nadu,Lake Victoriaton,6668700217,d3b8537426ba5fa8801ee31dca8a8a7303ad907d,2021-06-12 00:31:07,CTR_175,none
SYN_AAD_008176,Tamara Hall,2006-10-08,O,Maharashtra,Nelsonland,8902503926,d08df06492b22722b217f7cc8fc067312e7568c4,2025-06-15 09:44:06,CTR_91,none
SYN_AAD_018346,Jasmine Mosley,1974-10-12,F,Punjab,Camposberg,8501631599,d37bdbcee94074d21c81540362c23feb1275dc3e,2022-12-16 22:33:54,CTR_192,none
SYN_AAD_014316,Joanne Perez,2004-11-24,M,Karnataka,Reynoldsshire,1943114262,137871809ceff2b2351abe4c2de387bb2b945e40,2020-09-04 21:12:31,CTR_46,none
SYN_AAD_013510,Jill Juarez,1943-07-18,M,Karnataka,North Jacob,8886101581,1581697a1d1083429d48d25e934eecb7f2993042,2020-09-27 02:00:29,CTR_189,none
SYN_AAD_010885,James Miller,2005-10-13,F,Tamil Nadu,New Adriana,2244472126,9ce4d9ec9adaed901dd74a810dfa8b8b977b4f69,2021-04-15 17:29:51,CTR_69,none
SYN_AAD_005216,Tony Le,1997-02-09,O,Maharashtra,South Daniel,0659657569,7482f02a85cf2705681e91058d79354cb83576dc,2022-05-05 18:23:50,CTR_98,none
SYN_AAD_013370,Edward Lopez,1973-01-24,F,Tamil Nadu,Jessicafort,5646519398,4ea354e8eb1d057fc03b762dd7a7576750dc61a9,2024-07-23 22:52:21,CTR_52,duplicate_aadhaar_diff_name
SYN_AAD_015083,Christine Salinas,1939-01-16,F,Gujarat,Chambersberg,3426617979,d66746f800057207d5d1e7d3a85a1471e3f83cfb,2024-03-11 08:35:07,CTR_59,none
SYN_AAD_007304,Rachel Ward,2002-09-14,M,Tamil Nadu,North Kaylastad,9096561014,f43e74783f4c98151b4c8804e1ccd29dd6a91255,2025-07-11 22:29:07,CTR_103,none
SYN_AAD_019023,James Ford,1997-09-29,F,Maharashtra,West Whitney,1461125457,d39d38b998d2260c810a3ffba9ca2687e3218384,2021-06-19 01:07:33,CTR_198,none
SYN_AAD_002713,Kara Odom,1970-07-01,F,Kerala,Port Jennifertown,1238282586,b39becc9b682fc91fe02fce70d939cabf3c3354a,2022-03-21 19:50:28,CTR_103,duplicate_aadhaar_diff_name
SYN_AAD_017570,Jessica Johnson,1956-06-27,F,Delhi,Vargasfurt,3341918255,79522077009ebd1ab36ced771a87ec9b65924ee2,2024-10-18 12:23:44,CTR_30,none
SYN_AAD_014461,Margaret Harper,1983-01-21,M,Punjab,West Michaelmouth,4991251341,cecf94b2884861b01e297114d857fdb918c845dc,2024-03-11 03:59:34,CTR_68,none
SYN_AAD_001253,Laura Henderson,1995-11-13,M,Punjab,New Garrett,2257905072,42bc5422d2f8e370be667a600391ba15b3a78151,2024-11-04 13:27:07,CTR_112,none
SYN_AAD_011327,John Mckinney,1990-01-14,O,West Bengal,Jacksonshire,3404384279,af49692f63a71d0b89daff02bca9f59fc4d34fdb,2021-08-09 13:41:24,CTR_112,none
SYN_AAD_019864,Joshua Ritter,2003-05-28,O,Maharashtra,Port Jenniferside,6134074517,d5d8517257ac1aac55491d62dbaa52965e126c37,2023-08-14 02:45:19,CTR_99,none
SYN_AAD_018893,Lisa Patterson,1948-07-31,M,Gujarat,Port Jamie,9584982544,2c79e751fb7c3e1a945ca0f53336a467e72470b1,2021-06-11 14:19:40,CTR_12,none
SYN_AAD_016153,William Pope,1937-09-13,M,Kerala,Michelleberg,3253672946,1948112b13f016cc858f654a13de5c0ac249377b,2021-06-04 23:28:31,CTR_138,duplicate_aadhaar_diff_name
SYN_AAD_006456,Paul Neal,1979-11-11,F,Uttar Pradesh,Clementsmouth,1751863637,48a15f11a55f44fb317e9879b8a0306859f39918,2025-07-20 07:40:51,CTR_18,none
SYN_AAD_010819,Samuel Kramer,1936-03-21,O,West Bengal,North Conniemouth,1277063242,e38590064b242290e3676bdc80ec8a71f6057ccd,2023-10-19 00:30:21,CTR_170,none
SYN_AAD_004083,Mariah Williams,1971-03-18,O,Gujarat,South Diana,0371293870,9e89f1891c1a1477d98649e5e984423ac3352410,2024-03-23 19:50:02,CTR_130,none
SYN_AAD_000021,Karen Perez,1941-10-15,O,Uttar Pradesh,North Lawrenceport,6221890927,c23524af9b4d94816d135643484aac1f4a677657,2024-05-25 04:21:24,CTR_84,none
SYN_AAD_013185,Angelica Garcia,1946-05-24,O,Gujarat,Bellchester,2341389994,de69ccf2cd0101822dc30e727dc68e609cff131c,2024-12-19 18:34:53,CTR_142,none
SYN_AAD_004170,James Lucas,1962-03-16,M,Uttar Pradesh,Cruzbury,9180552696,7ae050cf7374fd17b97f2f2ea33dea674ce12661,2021-04-03 12:29:28,CTR_171,none
SYN_AAD_016643,Austin Baker,1935-01-19,O,Karnataka,Port Raymondport,6618892414,678392012551e7df287bb8180aed3c85b69ee3c4,2021-12-15 11:35:01,CTR_158,none
SYN_AAD_018648,Jeanette Walters,1938-08-18,F,Uttar Pradesh,Hollybury,3161799042,34e02a12d86bb540a78faf73998ad86ff74662f6,2022-01-10 18:04:17,CTR_141,none
SYN_AAD_000013,Gregory Holmes PhD,1964-11-30,F,Gujarat,West David,1056481491,08c4ba6e25abeb80d833b5560f1ee401f9fa7b6f,2024-11-18 23:26:49,CTR_54,none
SYN_AAD_014086,Carol Moore,1943-08-21,O,Punjab,East Joycetown,0307562208,249d9b257839cb1f582a5aee5f94c37e68fa45b0,2023-05-10 17:55:04,CTR_168,none
SYN_AAD_012908,Angela Flores,1997-12-16,F,Rajasthan,East Jeffreyhaven,6174451870,88221c725d17d74f197d5c36989962139c128fa4,2023-03-21 22:56:42,CTR_114,duplicate_aadhaar_diff_name
SYN_AAD_007002,Dana Richardson,1996-10-11,O,Rajasthan,Lake Rachel,2060385050,f27aeb9c4b089778726ac9b31e1fabda9b46e1c6,2022-08-29 16:53:16,CTR_189,none
SYN_AAD_005560,Tyrone Kaufman,1949-01-03,O,Maharashtra,Christopherbury,5719182619,c26619068cf580c234d9b9749c41a0de6549ca8f,2021-09-29 20:08:29,CTR_73,none
SYN_AAD_012226,Dean Edwards,1983-02-10,O,Punjab,Louisview,1329121277,d3f6425ce46def57ac6da7110b32f607a24f35c3,2022-05-26 20:18:14,CTR_86,none
SYN_AAD_019156,John Phelps,1941-12-08,M,Gujarat,Port Gina,3521356804,f5bd07207fb101b45db3e6c905ba456ac3cc291b,2024-06-24 16:23:16,CTR_58,none
SYN_AAD_006525,Krista Davis,1943-07-02,M,Delhi,North Alexander,2365199410,ead4724cd53d842ce8e5d6e32e9ae41c933690f5,2021-06-01 12:14:56,CTR_12,none
SYN_AAD_002774,Sandra Rivera,1935-06-11,F,Punjab,Williamsshire,6706625324,0d41d1f37329550de0567502fdee248ee1c8b991,2022-09-22 08:51:58,CTR_197,none
